EVENT_ID,CZ_NAME_STR,BEGIN_LOCATION,BEGIN_DATE,BEGIN_TIME,EVENT_TYPE,MAGNITUDE,TOR_F_SCALE,DEATHS_DIRECT,INJURIES_DIRECT,DAMAGE_PROPERTY_NUM,DAMAGE_CROPS_NUM,STATE_ABBR,CZ_TIMEZONE,MAGNITUDE_TYPE,EPISODE_ID,CZ_TYPE,CZ_FIPS,WFO,INJURIES_INDIRECT,DEATHS_INDIRECT,SOURCE,FLOOD_CAUSE,TOR_LENGTH,TOR_WIDTH,BEGIN_RANGE,BEGIN_AZIMUTH,END_RANGE,END_AZIMUTH,END_LOCATION,END_DATE,END_TIME,BEGIN_LAT,BEGIN_LON,END_LAT,END_LON,EVENT_NARRATIVE,EPISODE_NARRATIVE,ABSOLUTE_ROWNUMBER
824953,FREDERICK CO.,GRACEHAM,05/05/2019,1130,Flood, , ,0,0,0,0,MD,EST-5, ,137393,C,21,LWX,0,0,911 Call Center,Heavy Rain, , ,0,ESE,0,ENE,GRACEHAM,05/05/2019,1330,39.6173,-77.3728,39.6211,-77.3749,"Hoovers Mill Road was closed between Frushour Road and Route 77.","Low pressure tracked along a stalled boundary, passing through the area overnight on the 4th into the 5th. The lift associated with the low and the boundary combined with high amounts of moisture from the Atlantic Ocean and Gulf of Mexico, bringing heavy rain to the area. The rain led to several instances of flooding.",11
824952,FREDERICK CO.,LOYS,05/05/2019,1130,Flood, , ,0,0,0,0,MD,EST-5, ,137393,C,21,LWX,0,0,911 Call Center,Heavy Rain, , ,0,NW,1,NNW,LOYS,05/05/2019,1330,39.6046,-77.3546,39.6119,-77.3549,"Old Frederick Road was closed between Route 77 and Old Mill Road.","Low pressure tracked along a stalled boundary, passing through the area overnight on the 4th into the 5th. The lift associated with the low and the boundary combined with high amounts of moisture from the Atlantic Ocean and Gulf of Mexico, bringing heavy rain to the area. The rain led to several instances of flooding.",12
824951,FREDERICK CO.,CREAGERSTOWN,05/05/2019,1130,Flood, , ,0,0,0,0,MD,EST-5, ,137393,C,21,LWX,0,0,911 Call Center,Heavy Rain, , ,1,SW,1,WSW,CREAGERSTOWN,05/05/2019,1330,39.5693,-77.3905,39.569,-77.394,"Willhide Road was closed between Blacks Mill Road and Stevens Road.","Low pressure tracked along a stalled boundary, passing through the area overnight on the 4th into the 5th. The lift associated with the low and the boundary combined with high amounts of moisture from the Atlantic Ocean and Gulf of Mexico, bringing heavy rain to the area. The rain led to several instances of flooding.",13
824976,FREDERICK CO.,NEW LONDON,05/05/2019,1640,Flood, , ,0,0,0,0,MD,EST-5, ,137393,C,21,LWX,0,0,911 Call Center,Heavy Rain, , ,2,WNW,1,WNW,NEW LONDON,05/05/2019,1840,39.43,-77.28,39.4295,-77.2709,"Gas House Pike was closed due to flooding in the 1100 Block over Linganore Creek.","Low pressure tracked along a stalled boundary, passing through the area overnight on the 4th into the 5th. The lift associated with the low and the boundary combined with high amounts of moisture from the Atlantic Ocean and Gulf of Mexico, bringing heavy rain to the area. The rain led to several instances of flooding.",14
824979,FREDERICK CO.,BUCKEYSTOWN,05/05/2019,1653,Flood, , ,0,0,0,0,MD,EST-5, ,137393,C,21,LWX,0,0,911 Call Center,Heavy Rain, , ,0,ENE,0,ENE,BUCKEYSTOWN,05/05/2019,1853,39.3314,-77.4228,39.3322,-77.4228,"A water rescue occurred in the 6900 Block of MD-880 Michaels Mill Road.","Low pressure tracked along a stalled boundary, passing through the area overnight on the 4th into the 5th. The lift associated with the low and the boundary combined with high amounts of moisture from the Atlantic Ocean and Gulf of Mexico, bringing heavy rain to the area. The rain led to several instances of flooding.",15
824983,FREDERICK CO.,PEARL,05/05/2019,1855,Flood, , ,0,0,0,0,MD,EST-5, ,137393,C,21,LWX,0,0,River/Stream Gage,Heavy Rain, , ,0,N,1,ENE,PEARL,05/06/2019,1120,39.4,-77.37,39.4027,-77.3576,"The stream gauge on the Monocacy River at Frederick reached minor flood stage. At this level, both banks of the river are flooded. Water begins to flood low-lying fields at Monocacy National Battlefield. Water reaches the access road to the Federick City Wastewater Treatment Plant. Backwater flooding is occurring on several area creeks, particularly Carroll Creek in Frederick. The water level crested at 14.35 feet at 1:16 AM on May 6th.","Low pressure tracked along a stalled boundary, passing through the area overnight on the 4th into the 5th. The lift associated with the low and the boundary combined with high amounts of moisture from the Atlantic Ocean and Gulf of Mexico, bringing heavy rain to the area. The rain led to several instances of flooding.",16
824988,BALTIMORE CO.,SPARROWS PT,05/10/2019,2140,Flood, , ,0,0,0,0,MD,EST-5, ,137395,C,5,LWX,0,0,911 Call Center,Heavy Rain, , ,2,NNW,2,NW,SPARROWS PT,05/10/2019,2340,39.2953,-76.5992,39.2962,-76.6119,"US-40 Oreleans Street was closed  due to floding near North Central Avenue. East Fayette Street was closed at President Street due to flooding.","A cold front passed through the area on the 10th, and a few showers and thunderstorms produced heavy rainfall. Localized flooding occurred in northern Maryland.",17
824994,FREDERICK CO.,BUCKEYSTOWN,05/10/2019,2244,Flood, , ,0,0,0,0,MD,EST-5, ,137395,C,21,LWX,0,0,Department of Highways,Heavy Rain, , ,1,SSW,2,WSW,PARK MILLS,05/11/2019,44,39.3138,-77.4417,39.2944,-77.4507,"Southbound MD-85 Buckyestown Pike was closed due to high water between Oland Road and Adamstown Road.","A cold front passed through the area on the 10th, and a few showers and thunderstorms produced heavy rainfall. Localized flooding occurred in northern Maryland.",18
824996,FREDERICK CO.,BUCKEYSTOWN,05/10/2019,2306,Flood, , ,0,0,0,0,MD,EST-5, ,137395,C,21,LWX,0,0,911 Call Center,Heavy Rain, , ,0,ENE,0,ENE,BUCKEYSTOWN,05/11/2019,106,39.3314,-77.423,39.3325,-77.4228,"MD-880 Michaels Mill Road was closed due to flooding.","A cold front passed through the area on the 10th, and a few showers and thunderstorms produced heavy rainfall. Localized flooding occurred in northern Maryland.",19
824998,WASHINGTON CO.,FAIRVIEW,05/19/2019,1903,Flood, , ,0,0,0,0,MD,EST-5, ,137397,C,43,LWX,0,0,911 Call Center,Heavy Rain, , ,2,SSE,2,WNW,BROADFORDING,05/19/2019,2103,39.6926,-77.8398,39.6941,-77.8309,"The 13000 Block of Broadfording Road was closed due to water over the road.","A warm front passed through the area, and plenty of moisture from the Gulf of Mexico led to the development of showers and thunderstorms. Some produced heavy rainfall that led to localized flooding in north-central  Maryland.",20
825000,WASHINGTON CO.,FAIRVIEW,05/19/2019,1906,Flood, , ,0,0,0,0,MD,EST-5, ,137397,C,43,LWX,0,0,911 Call Center,Heavy Rain, , ,1,SSE,1,S,FAIRVIEW,05/19/2019,2106,39.7,-77.84,39.7003,-77.8457,"The intersection of Hicksville Road and Rockdale Road was closed due to flooding.","A warm front passed through the area, and plenty of moisture from the Gulf of Mexico led to the development of showers and thunderstorms. Some produced heavy rainfall that led to localized flooding in north-central  Maryland.",21
825003,WASHINGTON CO.,BROADFORDING,05/19/2019,1942,Flood, , ,0,0,0,0,MD,EST-5, ,137397,C,43,LWX,0,0,Emergency Manager,Heavy Rain, , ,2,WNW,1,WNW,BROADFORDING,05/19/2019,2142,39.6879,-77.8284,39.6855,-77.8259,"Cresspond Road was closed due to flooding.","A warm front passed through the area, and plenty of moisture from the Gulf of Mexico led to the development of showers and thunderstorms. Some produced heavy rainfall that led to localized flooding in north-central  Maryland.",22
825007,WASHINGTON CO.,FAIRVIEW,05/19/2019,1942,Flood, , ,0,0,0,0,MD,EST-5, ,137397,C,43,LWX,0,0,Emergency Manager,Heavy Rain, , ,1,ESE,2,NW,CEARFOSS,05/19/2019,2142,39.71,-77.83,39.7162,-77.8108,"Wishard Road was closed due to flooding.","A warm front passed through the area, and plenty of moisture from the Gulf of Mexico led to the development of showers and thunderstorms. Some produced heavy rainfall that led to localized flooding in north-central  Maryland.",23
825006,WASHINGTON CO.,FAIRVIEW,05/19/2019,1942,Flood, , ,0,0,0,0,MD,EST-5, ,137397,C,43,LWX,0,0,Emergency Manager,Heavy Rain, , ,1,SSE,1,SE,FAIRVIEW,05/19/2019,2142,39.7,-77.84,39.7091,-77.8331,"Rockdale Road was closed due to flooding.","A warm front passed through the area, and plenty of moisture from the Gulf of Mexico led to the development of showers and thunderstorms. Some produced heavy rainfall that led to localized flooding in north-central  Maryland.",24
825005,WASHINGTON CO.,ASHTON,05/19/2019,1942,Flood, , ,0,0,0,0,MD,EST-5, ,137397,C,43,LWX,0,0,Emergency Manager,Heavy Rain, , ,1,SSE,1,SSE,ASHTON,05/19/2019,2142,39.6218,-77.9151,39.6216,-77.9131,"Ashton Road was closed at Gruber Road due to flooding.","A warm front passed through the area, and plenty of moisture from the Gulf of Mexico led to the development of showers and thunderstorms. Some produced heavy rainfall that led to localized flooding in north-central  Maryland.",25
825004,WASHINGTON CO.,CHARLTON,05/19/2019,1942,Flood, , ,0,0,0,0,MD,EST-5, ,137397,C,43,LWX,0,0,Emergency Manager,Heavy Rain, , ,0,N,0,SSW,CHARLTON,05/19/2019,2142,39.63,-77.9,39.6246,-77.9032,"Shank Road was closed due to flooding.","A warm front passed through the area, and plenty of moisture from the Gulf of Mexico led to the development of showers and thunderstorms. Some produced heavy rainfall that led to localized flooding in north-central  Maryland.",26
825777,ANNE ARUNDEL CO.,RUTLAND,06/28/2019,1810,Flood, , ,0,0,0,0,MD,EST-5, ,137490,C,3,LWX,0,0,911 Call Center,Heavy Rain, , ,1,NNE,1,WNW,LUSBY XRDS,06/28/2019,2010,38.9875,-76.6226,38.9873,-76.6206,"A vehicle was trapped in high water near the intersection of Defense Highway and Saint Stephens Road.","An isolated flooding incident occurred in Anne Arundel County due to locally heavy rain.",27
836546,FREDERICK CO.,BRADDOCK HGTS,07/08/2019,555,Flood, , ,0,0,0,0,MD,EST-5, ,138981,C,21,LWX,0,0,Department of Highways,Heavy Rain, , ,2,NNW,2,N,BRADDOCK HGTS,07/08/2019,855,39.4593,-77.5096,39.4585,-77.501,"Hollow Road was flooded and closed between Valley View Road and Route 40.","A nearly stationary boundary set up near the Potomac River weak low pressure developed along the boundary. There was plenty of moisture in place from the Atlantic and Gulf of Mexico, and this combined with instability to produce very heavy rainfall rates in convection that developed. Convection was maximized around the boundary across central Maryland, and this led to several instances of flooding and flash flooding.",28
836548,FREDERICK CO.,CREAGERSTOWN,07/08/2019,614,Flood, , ,0,0,0,0,MD,EST-5, ,138981,C,21,LWX,0,0,Department of Highways,Heavy Rain, , ,2,SSW,1,SW,CREAGERSTOWN,07/08/2019,814,39.5597,-77.3816,39.5713,-77.3856,"Wilhide road was closed between Blacks Mill Road and Stevens Road.","A nearly stationary boundary set up near the Potomac River weak low pressure developed along the boundary. There was plenty of moisture in place from the Atlantic and Gulf of Mexico, and this combined with instability to produce very heavy rainfall rates in convection that developed. Convection was maximized around the boundary across central Maryland, and this led to several instances of flooding and flash flooding.",29
836549,FREDERICK CO.,ST ANTHONY,07/08/2019,618,Flood, , ,0,0,0,0,MD,EST-5, ,138981,C,21,LWX,0,0,Department of Highways,Heavy Rain, , ,3,NW,3,NW,ST ANTHONY,07/08/2019,818,39.7171,-77.3924,39.7176,-77.3913,"Hornets Nest Road was flooded and closed near Friends Creek.","A nearly stationary boundary set up near the Potomac River weak low pressure developed along the boundary. There was plenty of moisture in place from the Atlantic and Gulf of Mexico, and this combined with instability to produce very heavy rainfall rates in convection that developed. Convection was maximized around the boundary across central Maryland, and this led to several instances of flooding and flash flooding.",30
836550,FREDERICK CO.,FREDERICK,07/08/2019,700,Flood, , ,0,0,0,0,MD,EST-5, ,138981,C,21,LWX,0,0,Emergency Manager,Heavy Rain, , ,2,WNW,0,N,FEAGAVILLE,07/08/2019,900,39.437,-77.4542,39.3846,-77.481,"Numerous roads were flooded throughout the city of Frederick, including along portions of North Market and West Patrick Streets.","A nearly stationary boundary set up near the Potomac River weak low pressure developed along the boundary. There was plenty of moisture in place from the Atlantic and Gulf of Mexico, and this combined with instability to produce very heavy rainfall rates in convection that developed. Convection was maximized around the boundary across central Maryland, and this led to several instances of flooding and flash flooding.",31
843234,MONTGOMERY CO.,DAWSONVILLE,07/08/2019,740,Flood, , ,0,0,0,0,MD,EST-5, ,138981,C,31,LWX,0,0,River/Stream Gage,Heavy Rain, , ,2,E,1,ENE,DAWSONVILLE,07/08/2019,2056,39.1276,-77.3145,39.132,-77.3373,"The Creek level rose above flood state of 7.5 feet at 7:40 AM EST and it crested at 11.73 feet at 9:30 AM EST. Water from the creek entered the gage house. Multiple roads were flooded and water also reached the first floor of Old Black Rock Mill.","A nearly stationary boundary set up near the Potomac River weak low pressure developed along the boundary. There was plenty of moisture in place from the Atlantic and Gulf of Mexico, and this combined with instability to produce very heavy rainfall rates in convection that developed. Convection was maximized around the boundary across central Maryland, and this led to several instances of flooding and flash flooding.",32
836551,MONTGOMERY CO.,ROCKVILLE,07/08/2019,825,Flood, , ,0,0,0,0,MD,EST-5, ,138981,C,31,LWX,0,0,Department of Highways,Heavy Rain, , ,0,ENE,0,ENE,ROCKVILLE,07/08/2019,1025,39.0819,-77.1457,39.0816,-77.1449,"MD 28 was closed at MD 355 due to high water.","A nearly stationary boundary set up near the Potomac River weak low pressure developed along the boundary. There was plenty of moisture in place from the Atlantic and Gulf of Mexico, and this combined with instability to produce very heavy rainfall rates in convection that developed. Convection was maximized around the boundary across central Maryland, and this led to several instances of flooding and flash flooding.",33
836553,FREDERICK CO.,PLEASANT VIEW,07/08/2019,855,Flood, , ,0,0,0,0,MD,EST-5, ,138981,C,21,LWX,0,0,Public,Heavy Rain, , ,1,NE,1,NE,PLEASANT VIEW,07/08/2019,1055,39.2859,-77.4894,39.2863,-77.4881,"Water was over Pleasant View Road near Tuscarora Creek and the road was impassable.","A nearly stationary boundary set up near the Potomac River weak low pressure developed along the boundary. There was plenty of moisture in place from the Atlantic and Gulf of Mexico, and this combined with instability to produce very heavy rainfall rates in convection that developed. Convection was maximized around the boundary across central Maryland, and this led to several instances of flooding and flash flooding.",34
836565,PRINCE GEORGE'S CO.,UPPER MARLBORO,07/08/2019,1003,Flood, , ,0,0,0,0,MD,EST-5, ,138981,C,33,LWX,0,0,River/Stream Gage,Heavy Rain, , ,0,SE,0,SSW,UPPER MARLBORO,07/09/2019,615,38.8164,-76.7456,38.8131,-76.7523,"The water level at the gauge along the West Branch of the Patuxent River in Upper Marlboro rose above flood state of 11 feet at 10:03 AM EST and fell below at 10:31 AM EST. The water level rose above flood stage of 11 feet again at 6:45 PM EST and it crested at 12.21 feet at 11:30 PM EST before falling below flood stage at 6:15 AM EST on the 9th. At 12 feet, much of Race Track Road floods between Marlboro Pike and the community center. The water street bridge in Upper Marlboro was also completely covered by water.","A nearly stationary boundary set up near the Potomac River weak low pressure developed along the boundary. There was plenty of moisture in place from the Atlantic and Gulf of Mexico, and this combined with instability to produce very heavy rainfall rates in convection that developed. Convection was maximized around the boundary across central Maryland, and this led to several instances of flooding and flash flooding.",35
836555,CARROLL CO.,SYKESVILLE,07/08/2019,1021,Flood, , ,0,0,0,0,MD,EST-5, ,138981,C,13,LWX,0,0,911 Call Center,Heavy Rain, , ,1,S,1,SE,SYKESVILLE,07/08/2019,1221,39.3623,-76.9683,39.3642,-76.9643,"River Road was closed due to flooding along the South Branch Patapsco River.","A nearly stationary boundary set up near the Potomac River weak low pressure developed along the boundary. There was plenty of moisture in place from the Atlantic and Gulf of Mexico, and this combined with instability to produce very heavy rainfall rates in convection that developed. Convection was maximized around the boundary across central Maryland, and this led to several instances of flooding and flash flooding.",36
842882,HOWARD CO.,WOODSTOCK,07/08/2019,1021,Flood, , ,0,0,0,0,MD,EST-5, ,138981,C,27,LWX,0,0,911 Call Center,Heavy Rain, , ,2,NNE,2,NNE,WOODSTOCK,07/08/2019,1321,39.3564,-76.9573,39.3575,-76.958,"River road was closed due to flooding along the South Branch Patapsco River due to flooding.","A nearly stationary boundary set up near the Potomac River weak low pressure developed along the boundary. There was plenty of moisture in place from the Atlantic and Gulf of Mexico, and this combined with instability to produce very heavy rainfall rates in convection that developed. Convection was maximized around the boundary across central Maryland, and this led to several instances of flooding and flash flooding.",37
836556,PRINCE GEORGE'S CO.,FT WASHINGTON FOREST,07/08/2019,1045,Flood, , ,0,0,0,0,MD,EST-5, ,138981,C,33,LWX,0,0,Emergency Manager,Heavy Rain, , ,1,SE,1,SE,FT WASHINGTON FOREST,07/08/2019,1245,38.715,-76.971,38.7133,-76.973,"Gallahan Road was closed near the 12900 Block due to flooding.","A nearly stationary boundary set up near the Potomac River weak low pressure developed along the boundary. There was plenty of moisture in place from the Atlantic and Gulf of Mexico, and this combined with instability to produce very heavy rainfall rates in convection that developed. Convection was maximized around the boundary across central Maryland, and this led to several instances of flooding and flash flooding.",38
836557,ST. MARY'S CO.,LNRDTWN ST MARYS ARP,07/08/2019,1105,Flood, , ,0,0,0,0,MD,EST-5, ,138981,C,37,LWX,0,0,911 Call Center,Heavy Rain, , ,3,S,3,ENE,REDGATE,07/08/2019,1305,38.2836,-76.5546,38.2822,-76.5556,"Indian Bridge Road was closed near Route 4.","A nearly stationary boundary set up near the Potomac River weak low pressure developed along the boundary. There was plenty of moisture in place from the Atlantic and Gulf of Mexico, and this combined with instability to produce very heavy rainfall rates in convection that developed. Convection was maximized around the boundary across central Maryland, and this led to several instances of flooding and flash flooding.",39
836558,MONTGOMERY CO.,FAIRLAND,07/08/2019,1218,Flood, , ,0,0,0,0,MD,EST-5, ,138981,C,31,LWX,0,0,Emergency Manager,Heavy Rain, , ,1,WSW,1,WSW,FAIRLAND,07/08/2019,1418,39.0735,-76.9639,39.0729,-76.9646,"There was a partial washout of Falling Creek Road between Hidden Valley Lane and Old Columbia Pike.","A nearly stationary boundary set up near the Potomac River weak low pressure developed along the boundary. There was plenty of moisture in place from the Atlantic and Gulf of Mexico, and this combined with instability to produce very heavy rainfall rates in convection that developed. Convection was maximized around the boundary across central Maryland, and this led to several instances of flooding and flash flooding.",40
836559,MONTGOMERY CO.,TAKOMA PARK,07/08/2019,1223,Flood, , ,0,0,0,0,MD,EST-5, ,138981,C,31,LWX,0,0,Emergency Manager,Heavy Rain, , ,1,NNW,1,NNW,TAKOMA PARK,07/08/2019,1423,38.9899,-77.0069,38.9896,-77.007,"Park Valley Road was closed due to flooding at the crossing over Sligo Creek.","A nearly stationary boundary set up near the Potomac River weak low pressure developed along the boundary. There was plenty of moisture in place from the Atlantic and Gulf of Mexico, and this combined with instability to produce very heavy rainfall rates in convection that developed. Convection was maximized around the boundary across central Maryland, and this led to several instances of flooding and flash flooding.",41
836560,MONTGOMERY CO.,GERMANTOWN,07/08/2019,1229,Flood, , ,0,0,0,0,MD,EST-5, ,138981,C,31,LWX,0,0,Emergency Manager,Heavy Rain, , ,2,SSW,2,WNW,QUINCE ORCHARD,07/08/2019,1429,39.1481,-77.2895,39.1338,-77.2869,"Riffle Ford Road was closed between MD 28 and MD 118.","A nearly stationary boundary set up near the Potomac River weak low pressure developed along the boundary. There was plenty of moisture in place from the Atlantic and Gulf of Mexico, and this combined with instability to produce very heavy rainfall rates in convection that developed. Convection was maximized around the boundary across central Maryland, and this led to several instances of flooding and flash flooding.",42
836561,MONTGOMERY CO.,CLAGGETTSVILLE,07/08/2019,1234,Flood, , ,0,0,0,0,MD,EST-5, ,138981,C,31,LWX,0,0,Emergency Manager,Heavy Rain, , ,2,SE,2,W,MULLINIX,07/08/2019,1434,39.3034,-77.1812,39.3021,-77.1787,"Gue Road was closed due to flooding.","A nearly stationary boundary set up near the Potomac River weak low pressure developed along the boundary. There was plenty of moisture in place from the Atlantic and Gulf of Mexico, and this combined with instability to produce very heavy rainfall rates in convection that developed. Convection was maximized around the boundary across central Maryland, and this led to several instances of flooding and flash flooding.",43
836562,MONTGOMERY CO.,BUCK LODGE,07/08/2019,1238,Flood, , ,0,0,0,0,MD,EST-5, ,138981,C,31,LWX,0,0,Emergency Manager,Heavy Rain, , ,1,NW,1,NW,BUCK LODGE,07/08/2019,1438,39.2126,-77.3506,39.2123,-77.3472,"Barnesville Road was closed due to a stream flowing across the roadway.","A nearly stationary boundary set up near the Potomac River weak low pressure developed along the boundary. There was plenty of moisture in place from the Atlantic and Gulf of Mexico, and this combined with instability to produce very heavy rainfall rates in convection that developed. Convection was maximized around the boundary across central Maryland, and this led to several instances of flooding and flash flooding.",44
836563,MONTGOMERY CO.,KENWOOD,07/08/2019,1342,Flood, , ,0,0,0,0,MD,EST-5, ,138981,C,31,LWX,0,0,Emergency Manager,Heavy Rain, , ,1,N,1,NNE,KENWOOD,07/08/2019,1542,38.9595,-77.1286,38.9592,-77.1276,"Wissioming Road was closed due to a partial washout.","A nearly stationary boundary set up near the Potomac River weak low pressure developed along the boundary. There was plenty of moisture in place from the Atlantic and Gulf of Mexico, and this combined with instability to produce very heavy rainfall rates in convection that developed. Convection was maximized around the boundary across central Maryland, and this led to several instances of flooding and flash flooding.",45
836564,ST. MARY'S CO.,GREAT MILLS,07/08/2019,1600,Flood, , ,0,0,0,0,MD,EST-5, ,138981,C,37,LWX,0,0,River/Stream Gage,Heavy Rain, , ,1,SE,1,SE,GREAT MILLS,07/08/2019,2033,38.2225,-76.492,38.2224,-76.488,"The water level at Great Mills on the St Marys River rose above the flood stage of 6 feet and it crested at 7.5 feet at 6 PM EST. Flat Iron Road was flooded along with yards in Great Mills.","A nearly stationary boundary set up near the Potomac River weak low pressure developed along the boundary. There was plenty of moisture in place from the Atlantic and Gulf of Mexico, and this combined with instability to produce very heavy rainfall rates in convection that developed. Convection was maximized around the boundary across central Maryland, and this led to several instances of flooding and flash flooding.",46
